종목코드,종목명,상장일,분류체계,운용사,수익률(최근 1년),기초지수,추적오차,순자산총액,괴리율,변동성,복제방법,총보수,과세유형
0073X0,FOCUS 알리바바미국채커버드콜혼합,2025/07/01,혼합자산-주식+채권,브이아이자산운용,0.0,KEDI 알리바바미국채커버드콜혼합지수(TR),1.35,8254282833,-0.71,낮음,실물(패시브),0.36,배당소득세(보유기간과세)
293180,HANARO 200,2018/03/30,주식-시장대표,엔에이치아문디자산운용,15.72,코스피 200,0.76,384637394974,-0.11,높음,실물(패시브),0.036,비과세
407310,HANARO 200 TOP10,2021/11/24,주식-규모-대형주,엔에이치아문디자산운용,8.57,코스피 200 Top 10 지수,0.98,13741925993,0.2,높음,실물(패시브),0.15,비과세
332930,HANARO 200TR,2019/08/28,주식-시장대표,엔에이치아문디자산운용,18.37,코스피 200 TR,0.21,112955166036,-0.12,높음,실물(패시브),0.07,배당소득세(보유기간과세)
304780,HANARO 200선물레버리지,2018/08/14,주식-시장대표,엔에이치아문디자산운용,25.99,코스피 200 선물지수,1.49,53096229830,-0.07,매우높음,실물(패시브),0.45,배당소득세(보유기간과세)
486780,HANARO 200선물레버리지1.5X,2024/07/09,주식-시장대표,엔에이치아문디자산운용,22.13,코스피 200 선물지수,0.22,4062121090,-0.56,매우높음,실물(패시브),0.25,배당소득세(보유기간과세)
306520,HANARO 200선물인버스,2018/09/18,주식-시장대표,엔에이치아문디자산운용,-15.46,코스피 200 선물지수,0.23,2827999834,-0.19,높음,실물(패시브),0.45,배당소득세(보유기간과세)
489570,HANARO 25-12 은행채(AA+이상)액티브,2024/10/15,채권-회사채-단기,엔에이치아문디자산운용,0.0,KIS 은행채2512만기형 지수,0.05,112825491042,0.04,매우낮음,실물(액티브),0.02,배당소득세(보유기간과세)
448490,HANARO 32-10 국고채액티브,2022/11/22,채권-국공채-장기,엔에이치아문디자산운용,3.69,KAP 32-10 국고채 10년 총수익지수,0.23,39597479568,0.0,매우낮음,실물(액티브),0.05,배당소득세(보유기간과세)
454320,HANARO CAPEX설비투자iSelect,2023/04/18,주식-업종섹터-업종테마,엔에이치아문디자산운용,73.77,iSelect CAPEX 설비투자 지수(시장가격),0.44,60535512306,-0.31,매우높음,실물(패시브),0.45,비과세
395290,HANARO Fn K-POP&미디어,2021/07/30,주식-업종섹터-업종테마,엔에이치아문디자산운용,38.08,FnGuide K-POP & 미디어 지수,0.12,63058510141,-0.46,매우높음,실물(패시브),0.45,비과세
395280,HANARO Fn K-게임,2021/07/30,주식-업종섹터-업종테마,엔에이치아문디자산운용,0.59,FnGuide K-게임 지수,0.41,12568107280,0.11,매우높음,실물(패시브),0.45,비과세
368190,HANARO Fn K-뉴딜디지털플러스,2020/11/10,주식-업종섹터-업종테마,엔에이치아문디자산운용,7.07,FnGuide K-뉴딜 디지털 플러스 지수,0.24,36836434110,0.21,매우높음,실물(패시브),0.45,비과세
402460,HANARO Fn K-메타버스MZ,2021/10/13,주식-업종섹터-업종테마,엔에이치아문디자산운용,3.65,FnGuide K-메타버스 MZ 지수(시장가격),0.51,5655835215,-0.21,높음,실물(패시브),0.45,비과세
395270,HANARO Fn K-반도체,2021/07/30,주식-업종섹터-업종테마,엔에이치아문디자산운용,-1.43,FnGuide K-반도체 지수,0.48,251599121584,0.15,매우높음,실물(패시브),0.45,비과세
438900,HANARO Fn K-푸드,2022/08/17,주식-업종섹터-업종테마,엔에이치아문디자산운용,9.68,FnGuide K-푸드 지수 (시장가격),0.75,20307243964,-0.14,높음,실물(패시브),0.45,비과세
367740,HANARO Fn5G산업,2020/10/29,주식-업종섹터-업종테마,엔에이치아문디자산운용,5.39,FnGuide 5G 산업 지수,0.85,7990373185,-0.43,매우높음,실물(패시브),0.45,비과세
407300,HANARO Fn골프테마,2021/11/24,주식-업종섹터-업종테마,엔에이치아문디자산운용,44.13,FnGuide 골프 테마 지수,1.02,4634743180,-0.2,높음,실물(패시브),0.45,비과세
381560,HANARO Fn전기&수소차,2021/04/02,주식-업종섹터-업종테마,엔에이치아문디자산운용,-0.55,FnGuide 전기&수소차 지수 (시장가격),0.74,17170363359,-0.26,매우높음,실물(패시브),0.45,비과세
441540,HANARO Fn조선해운,2022/09/15,주식-업종섹터-업종테마,엔에이치아문디자산운용,88.91,FnGuide 조선해운지수,0.74,100435061734,-0.4,매우높음,실물(패시브),0.45,비과세
381570,HANARO Fn친환경에너지,2021/04/02,주식-업종섹터-업종테마,엔에이치아문디자산운용,7.47,FnGuide 친환경에너지 지수 (시장가격),0.55,7497014819,0.23,매우높음,실물(패시브),0.45,비과세
479850,HANARO K-뷰티,2024/04/16,주식-업종섹터-업종테마,엔에이치아문디자산운용,28.97,FnGuide K-뷰티 지수,0.39,43412370860,-0.18,매우높음,실물(패시브),0.45,비과세
346000,HANARO KAP초장기국고채,2020/01/16,채권-국공채-장기,엔에이치아문디자산운용,2.68,KAP 초장기 국고채 지수(총수익),0.58,4428511994,-0.07,매우낮음,실물(패시브),0.2,배당소득세(보유기간과세)
453060,HANARO KOFR금리액티브(합성),2023/03/14,기타,엔에이치아문디자산운용,3.07,KOFR 지수,0.0,11915135054,-0.01,매우낮음,합성(액티브),0.05,배당소득세(보유기간과세)
304760,HANARO KRX300,2018/08/14,주식-시장대표,엔에이치아문디자산운용,15.42,KRX 300,0.72,7991929030,0.2,높음,실물(패시브),0.05,비과세
332940,HANARO MSCI Korea TR,2019/08/28,주식-시장대표,엔에이치아문디자산운용,13.62,MSCI Korea TR Index,0.1,43430197732,0.24,높음,실물(패시브),0.12,배당소득세(보유기간과세)
322400,HANARO e커머스,2019/04/23,주식-업종섹터-업종테마,엔에이치아문디자산운용,23.54,FnGuide E커머스 지수,1.09,54105765413,0.2,매우높음,실물(패시브),0.45,비과세
322410,HANARO 고배당,2019/04/23,주식-전략-배당,엔에이치아문디자산운용,30.24,FnGuide 고배당 알파 지수,2.24,18173926603,-0.22,보통,실물(패시브),0.25,비과세
473640,HANARO 글로벌금채굴기업,2024/01/18,주식-업종섹터-업종테마,엔에이치아문디자산운용,45.52,NYSE Arca Gold Miners Index (Price Return),1.8,10549647488,-1.83,매우높음,실물(패시브),0.45,배당소득세(보유기간과세)
354350,HANARO 글로벌럭셔리S&P(합성),2020/05/12,주식-전략-전략테마,엔에이치아문디자산운용,14.47,S&P Global Luxury Index,0.39,18086237826,-0.5,높음,합성(패시브),0.5,배당소득세(보유기간과세)
464060,HANARO 글로벌반도체TOP10 SOLACTIVE,2023/08/01,주식-업종섹터-업종테마,엔에이치아문디자산운용,22.2,Solactive Semiconductor Top 10 Index PR,0.55,6723553492,0.42,매우높음,실물(패시브),0.45,배당소득세(보유기간과세)
461340,HANARO 글로벌생성형AI액티브,2023/07/11,주식-업종섹터-업종테마,엔에이치아문디자산운용,63.93,Solactive United States Technology 100 Index(Price Return),15.04,32732772432,0.9,매우높음,실물(액티브),0.6,배당소득세(보유기간과세)
424460,HANARO 글로벌워터MSCI(합성),2022/04/19,주식-전략-전략테마,엔에이치아문디자산운용,12.37,MSCI ACWI IMI Water ESG Filtered (Price Return),0.36,8999644422,0.24,보통,합성(패시브),0.5,배당소득세(보유기간과세)
401590,HANARO 글로벌탄소배출권선물ICE(합성),2021/09/30,기타,엔에이치아문디자산운용,1.83,ICE Global Carbon Futures Index(Excess Return),0.28,5496743963,0.41,높음,합성(패시브),0.5,배당소득세(보유기간과세)
0040S0,HANARO 글로벌피지컬AI액티브,2025/04/22,주식-업종섹터-업종테마,엔에이치아문디자산운용,0.0,Solactive Physical AI Index,10.78,23077382391,0.33,높음,실물(액티브),0.6,배당소득세(보유기간과세)
314700,HANARO 농업융복합산업,2018/12/21,주식-업종섹터-업종테마,엔에이치아문디자산운용,6.9,FnGuide 농업융복합산업 지수(시장가격),1.72,5771707190,0.34,높음,실물(패시브),0.5,비과세
486830,HANARO 머니마켓액티브,2024/07/16,채권-혼합-단기,엔에이치아문디자산운용,3.43,KIS-NH Amundi MMF지수,0.04,76568939599,-0.01,매우낮음,실물(액티브),0.04,배당소득세(보유기간과세)
432840,HANARO 미국S&P500,2022/06/08,주식-시장대표,엔에이치아문디자산운용,17.14,S&P 500,0.19,11553722932,0.21,높음,실물(패시브),0.045,배당소득세(보유기간과세)
498050,HANARO 바이오코리아액티브,2024/11/26,주식-업종섹터-업종테마,엔에이치아문디자산운용,0.0,iSelect K-바이오헬스케어,10.6,9925749902,-0.3,매우높음,실물(액티브),0.5,배당소득세(보유기간과세)
476260,HANARO 반도체핵심공정주도주,2024/02/27,주식-업종섹터-업종테마,엔에이치아문디자산운용,-27.9,FnGuide 반도체 핵심공정 지수,1.08,5050820738,-0.14,매우높음,실물(패시브),0.45,비과세
434730,HANARO 원자력iSelect,2022/06/28,주식-업종섹터-업종테마,엔에이치아문디자산운용,103.53,iSelect 원자력지수 (시장가격),0.5,347927898417,-0.04,매우높음,실물(패시브),0.45,비과세
491820,HANARO 전력설비투자,2024/09/24,주식-업종섹터-업종테마,엔에이치아문디자산운용,0.0,iSelect 전력설비투자 지수,0.53,27746139009,0.01,매우높음,실물(패시브),0.35,비과세
461500,HANARO 종합채권(AA-이상)액티브,2023/10/26,채권-혼합,엔에이치아문디자산운용,4.87,KAP 종합채권 총수익지수(AA-이상),0.18,107383128467,-0.01,매우낮음,실물(액티브),0.02,배당소득세(보유기간과세)
482870,HANARO 주주가치성장코리아액티브,2024/06/11,주식-전략-전략테마,엔에이치아문디자산운용,26.56,iSelect 주주가치성장 지수,7.69,10595791027,-0.15,높음,실물(액티브),0.6,배당소득세(보유기간과세)
495750,HANARO 코리아밸류업,2024/11/04,주식-시장대표,엔에이치아문디자산운용,0.0,코리아 밸류업 지수,1.03,27547153045,0.19,보통,실물(패시브),0.03,비과세
304770,HANARO 코스닥150,2018/08/14,주식-시장대표,엔에이치아문디자산운용,2.23,코스닥 150,0.24,16248908224,-0.08,매우높음,실물(패시브),0.2,비과세
306530,HANARO 코스닥150선물레버리지,2018/09/18,주식-시장대표,엔에이치아문디자산운용,-8.07,F-코스닥150 지수,1.89,2720756309,-0.16,매우높음,실물(패시브),0.45,배당소득세(보유기간과세)
486790,HANARO 코스닥150선물레버리지1.5X,2024/07/09,주식-시장대표,엔에이치아문디자산운용,-2.19,F-코스닥150 지수,0.28,3977931770,-0.6,매우높음,실물(패시브),0.25,배당소득세(보유기간과세)
375760,HANARO 탄소효율그린뉴딜,2021/02/05,주식-전략-전략테마,엔에이치아문디자산운용,12.89,KRX/S&P 탄소효율 그린뉴딜지수,0.68,9484201232,-0.27,매우높음,실물(패시브),0.2,비과세
491700,HK 200,2024/09/10,주식-시장대표,흥국자산운용,0.0,코스피 200,0.75,22134338607,-0.4,높음,실물(패시브),0.05,비과세
0000Y0,HK 26-12 회사채(AA-이상)액티브,2024/12/24,채권-혼합-중기,흥국자산운용,0.0,KAP 26-12 크레딧 채권 총수익지수(AA-이상),0.2,123387307843,0.0,매우낮음,실물(액티브),0.065,배당소득세(보유기간과세)
215620,HK S&P코리아로우볼,2015/03/25,주식-전략-변동성,흥국자산운용,20.16,S&P Korea 저변동성 지수,1.89,10035372962,0.1,낮음,실물(패시브),0.4,비과세
391670,HK 베스트일레븐액티브,2021/07/06,주식-시장대표,흥국자산운용,25.82,코스피 200,14.16,11925016783,-0.22,높음,실물(액티브),0.3,배당소득세(보유기간과세)
472920,HK 종합채권(AA-이상)액티브,2023/11/28,채권-혼합-중기,흥국자산운용,4.94,KAP 종합채권 AA- 이상 지수(총수익),0.16,166231951345,-0.04,매우낮음,실물(액티브),0.036,배당소득세(보유기간과세)
472840,ITF 200,2023/12/21,주식-시장대표,아이비케이자산운용,15.78,코스피 200,0.72,13049240685,-0.05,높음,실물(패시브),0.08,비과세
0005G0,ITF K-AI반도체코어테크,2025/01/21,주식-업종섹터-업종테마,아이비케이자산운용,0.0,FnGuide K-AI반도체 코어테크 지수,0.48,10358963522,-0.71,매우높음,실물(패시브),0.28,비과세
483570,KCGI 미국S&P500 TOP10,2024/05/28,주식-규모-대형주,케이씨지아이자산운용,25.29,S&P500 Top10 25% Capped Index(PR),0.15,20766292027,0.59,매우높음,실물(패시브),0.36,배당소득세(보유기간과세)
407170,KCGI 스마트커머스액티브,2021/11/16,주식-업종섹터-업종테마,케이씨지아이자산운용,15.31,FnGuide 스마트커머스 지수,9.81,2458504076,-0.45,높음,실물(액티브),0.445,배당소득세(보유기간과세)
407160,KCGI 테크미디어텔레콤액티브,2021/11/16,주식-업종섹터-업종테마,케이씨지아이자산운용,0.86,FnGuide TMT 지수,7.34,3755095549,-0.19,높음,실물(액티브),0.445,배당소득세(보유기간과세)
069660,KIWOOM 200,2002/10/14,주식-시장대표,키움투자자산운용,15.65,코스피 200,0.77,428645281549,-0.18,높음,실물(패시브),0.05,비과세
294400,KIWOOM 200TR,2018/04/23,주식-시장대표,키움투자자산운용,18.35,코스피 200 TR,0.4,984934458434,-0.17,높음,실물(패시브),0.012,배당소득세(보유기간과세)
253250,KIWOOM 200선물레버리지,2016/09/12,주식-시장대표,키움투자자산운용,26.49,코스피 200 선물지수,0.84,11385832500,0.23,매우높음,실물(패시브),0.46,배당소득세(보유기간과세)
253240,KIWOOM 200선물인버스,2016/09/12,주식-시장대표,키움투자자산운용,-15.37,코스피 200 선물지수,0.36,2707780017,0.04,높음,실물(패시브),0.46,배당소득세(보유기간과세)
253230,KIWOOM 200선물인버스2X,2016/09/22,주식-시장대표,키움투자자산운용,-34.19,코스피 200 선물지수,1.09,4069015830,-0.29,매우높음,실물(패시브),0.46,배당소득세(보유기간과세)
467620,KIWOOM 25-09 미국채권(AA-이상)액티브,2023/10/17,채권-혼합-단기,키움투자자산운용,1.52,USD AA3 Above Select September 2025 Maturity Index(Total Return),0.78,15240012891,-0.05,매우낮음,실물(액티브),0.29,배당소득세(보유기간과세)
489870,KIWOOM 25-09 회사채(AA-이상)액티브,2024/09/24,채권-회사채-단기,키움투자자산운용,0.0,KIS 2509 만기형 크레딧 종합채권 지수(AA-이상) (총수익 지수),0.05,111289742705,-0.02,매우낮음,실물(액티브),0.05,배당소득세(보유기간과세)
464240,KIWOOM 26-09회사채(AA-이상)액티브,2023/08/17,채권-회사채-단기,키움투자자산운용,0.73,KIS 2609 만기형 크레딧 종합채권 지수(AA-이상)(총수익지수),0.08,147329361043,-0.03,매우낮음,실물(액티브),0.07,배당소득세(보유기간과세)
458210,KIWOOM CD금리액티브(합성),2023/05/23,기타,키움투자자산운용,2.99,FnGuide CD91일 금리투자 지수(총수익),0.01,179876108924,0.0,매우낮음,합성(액티브),0.03,배당소득세(보유기간과세)
460280,KIWOOM Fn유전자혁신기술,2023/06/27,주식-업종섹터-헬스케어,키움투자자산운용,1.63,FnGuide 유전자혁신기술 지수(시장가격),1.44,7501804782,-0.02,매우높음,실물(패시브),0.4,비과세
488200,KIWOOM K-2차전지북미공급망,2024/07/23,주식-업종섹터-업종테마,키움투자자산운용,-9.78,Solactive K-Battery North America Supply Chain 지수,0.52,7664128779,-0.36,매우높음,실물(패시브),0.49,비과세
488210,KIWOOM K-반도체북미공급망,2024/07/23,주식-업종섹터-업종테마,키움투자자산운용,-0.73,Solactive K-Semiconductor North America Supply Chain 지수,0.94,3104601193,0.17,매우높음,실물(패시브),0.49,비과세
469790,KIWOOM K-테크TOP10,2023/10/31,주식-업종섹터-업종테마,키움투자자산운용,6.08,Solactive K-TechTOP10 Index(PR),0.74,8756841113,-0.28,매우높음,실물(패시브),0.39,비과세
100910,KIWOOM KRX100,2008/01/23,주식-시장대표,키움투자자산운용,14.69,KRX 100,0.78,14179785400,-0.55,높음,실물(패시브),0.23,비과세
435530,KIWOOM TDF2030액티브,2022/06/30,혼합자산-주식+채권,키움투자자산운용,9.17,Dow Jones Target 2030 Index (Total Return),5.73,6799898979,-0.22,낮음,실물(액티브),0.3,배당소득세(보유기간과세)
